date,day_of_week,route_id,hour,weather,is_holiday,traffic_level,capacity,current_buses,passenger_count
2025-11-18,Tuesday,4,20,Sunny,0,Medium,350,6,170
2025-03-30,Sunday,3,14,Sunny,0,Low,400,7,120
2025-04-20,Sunday,2,19,Cloudy,0,High,450,7,576
2025-05-21,Wednesday,2,14,Sunny,0,Low,450,6,221
2025-08-23,Saturday,5,18,Sunny,0,High,300,4,307
2025-10-27,Monday,3,15,Sunny,0,Low,400,6,248
2025-10-26,Sunday,1,9,Rainy,0,High,500,7,465
2025-03-19,Wednesday,3,18,Rainy,0,High,400,8,497
2025-07-31,Thursday,4,7,Cloudy,0,High,350,5,373
2025-05-13,Tuesday,3,12,Rainy,0,Low,400,8,265
2025-07-11,Friday,1,16,Cloudy,0,Medium,500,6,532
2025-02-26,Wednesday,4,17,Rainy,0,High,350,7,443
2025-04-09,Wednesday,5,9,Rainy,0,High,300,3,382
2025-11-05,Wednesday,3,12,Rainy,0,Low,400,8,290
2025-04-23,Wednesday,3,7,Sunny,0,High,400,6,420
2025-09-12,Friday,4,19,Cloudy,0,High,350,4,379
2025-06-17,Tuesday,2,10,Rainy,0,Medium,450,7,317
2025-07-03,Thursday,4,14,Rainy,0,Low,350,7,194
2025-07-15,Tuesday,5,5,Rainy,0,Low,300,6,190
2025-05-24,Saturday,2,20,Sunny,0,Medium,450,8,192
2025-09-01,Monday,3,15,Rainy,0,Low,400,5,237
2025-01-14,Tuesday,3,13,Cloudy,0,Low,400,6,222
2025-09-05,Friday,4,14,Rainy,0,Low,350,4,197
2025-06-16,Monday,4,8,Cloudy,0,High,350,5,358
2025-08-21,Thursday,4,8,Rainy,0,High,350,6,406
2025-05-10,Saturday,1,18,Sunny,0,High,500,7,436
2025-01-25,Saturday,5,5,Cloudy,0,Low,300,5,57
2025-10-30,Thursday,1,14,Sunny,0,Low,500,10,298
2025-09-07,Sunday,5,19,Cloudy,0,High,300,4,316
2025-07-13,Sunday,2,8,Sunny,0,High,450,7,374
2025-09-28,Sunday,3,7,Rainy,0,High,400,7,348
2025-06-01,Sunday,2,14,Cloudy,0,Low,450,5,162
2025-08-31,Sunday,4,16,Rainy,0,Medium,350,4,341
2025-04-12,Saturday,4,18,Sunny,0,High,350,6,335
2025-03-30,Sunday,2,19,Sunny,0,High,450,6,416
2025-08-06,Wednesday,4,16,Rainy,0,Medium,350,7,411
2025-08-26,Tuesday,2,18,Cloudy,0,High,450,7,457
2025-08-16,Saturday,3,19,Cloudy,0,High,400,8,334
2025-08-29,Friday,2,19,Cloudy,0,High,450,6,487
2025-03-25,Tuesday,3,6,Rainy,0,Medium,400,5,423
2025-11-03,Monday,4,13,Rainy,0,Low,350,7,211
2025-03-05,Wednesday,4,16,Cloudy,0,Medium,350,7,424
2025-02-05,Wednesday,3,7,Rainy,0,High,400,7,466
2025-12-14,Sunday,1,15,Rainy,0,Low,500,8,275
2025-10-20,Monday,2,15,Rainy,0,Low,450,7,299
2025-08-06,Wednesday,3,20,Sunny,0,Medium,400,6,194
2025-11-04,Tuesday,3,12,Sunny,0,Low,400,8,371
2025-02-23,Sunday,5,6,Sunny,0,Medium,300,4,258
2025-05-03,Saturday,4,12,Cloudy,0,Low,350,5,111
2025-08-05,Tuesday,1,15,Rainy,0,Low,500,6,353
2025-05-16,Friday,1,15,Sunny,0,Low,500,9,287
2025-04-21,Monday,4,17,Cloudy,0,High,350,5,419
2025-04-13,Sunday,2,16,Cloudy,0,Medium,450,8,393
2025-04-11,Friday,5,6,Sunny,0,Medium,300,3,337
2025-01-18,Saturday,5,9,Sunny,0,High,300,5,232
2025-03-18,Tuesday,4,17,Cloudy,0,High,350,4,412
2025-01-26,Sunday,5,21,Sunny,0,Low,300,5,292
2025-11-23,Sunday,3,20,Sunny,0,Medium,400,6,378
2025-11-22,Saturday,2,12,Rainy,0,Low,450,9,217
2025-09-09,Tuesday,5,21,Cloudy,0,Low,300,5,130
2025-11-02,Sunday,1,10,Rainy,1,Medium,500,7,135
2025-05-11,Sunday,2,6,Rainy,0,Medium,450,5,382
2025-09-07,Sunday,5,9,Cloudy,0,High,300,3,233
2025-09-03,Wednesday,3,9,Rainy,0,High,400,7,469
2025-11-03,Monday,3,14,Cloudy,0,Low,400,5,383
2025-11-18,Tuesday,3,8,Cloudy,0,High,400,8,372
2025-10-24,Friday,1,6,Cloudy,0,Medium,500,9,481
2025-03-10,Monday,1,15,Sunny,0,Low,500,8,295
2025-08-31,Sunday,3,6,Rainy,0,Medium,400,8,384
2025-08-08,Friday,4,6,Rainy,0,Medium,350,4,389
2025-06-02,Monday,5,20,Rainy,0,Medium,300,3,171
2025-05-27,Tuesday,2,21,Sunny,0,Low,450,8,247
2025-04-05,Saturday,2,10,Cloudy,0,Medium,450,9,179
2025-07-01,Tuesday,3,16,Rainy,0,Medium,400,6,460
2025-12-16,Tuesday,3,21,Sunny,0,Low,400,7,231
2025-04-09,Wednesday,5,7,Cloudy,0,High,300,5,300
2025-11-07,Friday,2,16,Sunny,0,Medium,450,6,495
2025-08-11,Monday,2,13,Sunny,0,Low,450,7,242
2025-10-06,Monday,2,7,Rainy,0,High,450,5,469
2025-01-15,Wednesday,1,7,Sunny,0,High,500,10,493
2025-07-06,Sunday,2,6,Sunny,1,Medium,450,9,238
2025-12-18,Thursday,1,14,Sunny,0,Low,500,10,312
2025-04-23,Wednesday,1,13,Sunny,0,Low,500,10,271
2025-06-24,Tuesday,2,22,Rainy,0,Low,450,6,284
2025-06-06,Friday,3,9,Rainy,0,High,400,8,464
2025-06-21,Saturday,4,21,Rainy,0,Low,350,4,398
2025-06-30,Monday,2,17,Rainy,0,High,450,7,501
2025-10-29,Wednesday,5,11,Cloudy,1,Low,300,4,76
2025-01-04,Saturday,2,16,Cloudy,0,Medium,450,5,396
2025-02-16,Sunday,3,10,Sunny,0,Medium,400,7,155
2025-07-09,Wednesday,4,20,Rainy,0,Medium,350,5,192
2025-08-13,Wednesday,2,14,Rainy,0,Low,450,9,291
2025-02-05,Wednesday,2,9,Cloudy,0,High,450,5,427
2025-10-29,Wednesday,2,6,Sunny,0,Medium,450,7,449
2025-09-02,Tuesday,4,14,Cloudy,0,Low,350,6,200
2025-05-17,Saturday,3,8,Rainy,0,High,400,5,359
2025-04-05,Saturday,3,9,Cloudy,0,High,400,5,322
2025-11-02,Sunday,4,13,Sunny,0,Low,350,5,108
2025-03-05,Wednesday,1,20,Cloudy,0,Medium,500,6,276
2025-07-05,Saturday,2,21,Rainy,0,Low,450,8,198
2025-11-10,Monday,4,19,Sunny,0,High,350,5,424
2025-04-13,Sunday,1,12,Sunny,0,Low,500,7,245
2025-06-22,Sunday,4,19,Sunny,0,High,350,7,332
2025-11-26,Wednesday,1,14,Sunny,0,Low,500,6,273
2025-07-15,Tuesday,4,9,Sunny,0,High,350,6,330
2025-02-13,Thursday,1,9,Sunny,0,High,500,8,471
2025-11-02,Sunday,1,14,Cloudy,0,Low,500,7,208
2025-03-24,Monday,2,19,Rainy,0,High,450,6,537
2025-08-12,Tuesday,4,17,Cloudy,0,High,350,5,554
2025-04-12,Saturday,2,12,Rainy,0,Low,450,6,183
2025-06-03,Tuesday,4,13,Rainy,1,Low,350,4,148
2025-07-14,Monday,2,19,Rainy,0,High,450,9,484
2025-04-21,Monday,2,16,Cloudy,0,Medium,450,9,444
2025-05-24,Saturday,4,16,Cloudy,0,Medium,350,5,291
2025-08-03,Sunday,2,11,Sunny,0,Low,450,7,162
2025-11-14,Friday,2,22,Cloudy,0,Low,450,9,254
2025-03-01,Saturday,4,9,Sunny,0,High,350,7,271
2025-11-22,Saturday,4,18,Cloudy,0,High,350,7,343
2025-10-09,Thursday,1,14,Rainy,0,Low,500,8,359
2025-07-05,Saturday,3,10,Rainy,0,Medium,400,6,160
2025-10-24,Friday,4,18,Cloudy,1,High,350,5,308
2025-05-27,Tuesday,5,9,Sunny,0,High,300,6,312
2025-11-03,Monday,5,6,Sunny,1,Medium,300,3,354
2025-02-14,Friday,1,17,Rainy,0,High,500,7,555
2025-09-15,Monday,4,20,Rainy,0,Medium,350,4,226
2025-01-27,Monday,5,15,Rainy,0,Low,300,5,179
2025-04-07,Monday,3,15,Rainy,0,Low,400,5,287
2025-05-28,Wednesday,1,20,Sunny,0,Medium,500,8,285
2025-08-22,Friday,3,14,Rainy,0,Low,400,7,268
2025-03-12,Wednesday,1,20,Sunny,0,Medium,500,10,310
2025-12-19,Friday,1,16,Rainy,0,Medium,500,8,561
2025-04-15,Tuesday,1,21,Rainy,0,Low,500,10,337
2025-02-02,Sunday,4,7,Cloudy,0,High,350,6,292
2025-09-15,Monday,2,8,Sunny,0,High,450,6,438
2025-11-05,Wednesday,1,17,Cloudy,0,High,500,6,533
2025-09-20,Saturday,1,22,Sunny,0,Low,500,7,197
2025-09-02,Tuesday,2,6,Sunny,0,Medium,450,9,405
2025-06-14,Saturday,2,22,Rainy,0,Low,450,8,240
2025-08-26,Tuesday,5,18,Rainy,0,High,300,4,398
2025-01-09,Thursday,1,22,Cloudy,0,Low,500,8,290
2025-11-02,Sunday,4,10,Sunny,0,Medium,350,5,96
2025-05-23,Friday,3,19,Cloudy,0,High,400,6,649
2025-12-26,Friday,4,18,Rainy,0,High,350,7,452
2025-04-28,Monday,3,22,Sunny,0,Low,400,5,205
2025-08-17,Sunday,4,22,Rainy,0,Low,350,5,126
2025-11-23,Sunday,5,15,Sunny,0,Low,300,5,52
2025-12-04,Thursday,4,6,Cloudy,0,Medium,350,6,363
2025-07-03,Thursday,1,9,Sunny,0,High,500,6,501
2025-04-25,Friday,2,5,Rainy,0,Low,450,7,276
2025-04-20,Sunday,2,6,Sunny,0,Medium,450,7,549
2025-04-23,Wednesday,1,7,Cloudy,0,High,500,8,503
2025-05-07,Wednesday,5,14,Cloudy,0,Low,300,4,120
2025-04-10,Thursday,1,19,Rainy,0,High,500,6,583
2025-10-25,Saturday,4,5,Cloudy,0,Low,350,6,88
2025-06-08,Sunday,2,14,Cloudy,0,Low,450,5,154
2025-12-12,Friday,1,15,Cloudy,0,Low,500,10,273
2025-05-29,Thursday,1,12,Rainy,0,Low,500,9,343
2025-01-02,Thursday,4,12,Cloudy,0,Low,350,4,170
2025-03-14,Friday,2,14,Rainy,0,Low,450,9,290
2025-11-23,Sunday,3,14,Rainy,0,Low,400,8,174
2025-12-03,Wednesday,5,14,Rainy,0,Low,300,3,313
2025-12-26,Friday,2,6,Cloudy,0,Medium,450,6,432
2025-09-24,Wednesday,1,8,Rainy,0,High,500,7,544
2025-08-15,Friday,3,8,Rainy,0,High,400,5,450
2025-10-01,Wednesday,2,16,Cloudy,0,Medium,450,9,462
2025-03-23,Sunday,3,14,Sunny,0,Low,400,7,110
2025-09-20,Saturday,2,10,Rainy,0,Medium,450,9,200
2025-08-10,Sunday,3,9,Rainy,0,High,400,5,359
2025-11-24,Monday,1,22,Cloudy,0,Low,500,7,296
2025-02-19,Wednesday,5,8,Cloudy,0,High,300,4,327
2025-12-14,Sunday,4,21,Cloudy,0,Low,350,6,130
2025-04-07,Monday,1,22,Rainy,0,Low,500,6,322
2025-05-04,Sunday,5,14,Cloudy,0,Low,300,3,50
2025-12-18,Thursday,2,8,Rainy,0,High,450,7,440
2025-12-18,Thursday,2,20,Rainy,1,Medium,450,8,170
2025-09-06,Saturday,4,12,Sunny,0,Low,350,6,88
2025-02-16,Sunday,4,17,Rainy,0,High,350,6,356
2025-10-23,Thursday,1,22,Rainy,0,Low,500,10,453
2025-04-16,Wednesday,2,8,Sunny,0,High,450,6,429
2025-04-18,Friday,2,10,Sunny,0,Medium,450,9,239
2025-01-14,Tuesday,1,19,Sunny,0,High,500,10,528
2025-10-24,Friday,5,11,Cloudy,0,Low,300,5,160
2025-05-03,Saturday,3,9,Rainy,0,High,400,7,390
2025-09-12,Friday,3,21,Cloudy,0,Low,400,6,250
2025-10-23,Thursday,1,8,Sunny,0,High,500,8,502
2025-01-02,Thursday,4,16,Rainy,0,Medium,350,5,423
2025-03-05,Wednesday,5,10,Rainy,0,Medium,300,3,425
2025-06-29,Sunday,5,11,Cloudy,0,Low,300,3,51
2025-11-27,Thursday,1,21,Rainy,0,Low,500,6,326
2025-07-12,Saturday,4,7,Cloudy,0,High,350,6,274
2025-05-13,Tuesday,5,13,Cloudy,0,Low,300,4,177
2025-05-13,Tuesday,1,12,Cloudy,0,Low,500,7,272
2025-07-10,Thursday,1,12,Cloudy,0,Low,500,10,315
2025-09-26,Friday,1,20,Rainy,0,Medium,500,10,326
2025-02-23,Sunday,4,12,Rainy,0,Low,350,6,125
2025-04-06,Sunday,4,6,Cloudy,1,Medium,350,5,203
2025-06-09,Monday,5,5,Sunny,0,Low,300,6,127
2025-09-13,Saturday,4,5,Sunny,0,Low,350,6,71
2025-05-22,Thursday,5,20,Rainy,0,Medium,300,5,180
2025-09-22,Monday,5,5,Sunny,1,Low,300,3,31
2025-11-27,Thursday,5,5,Rainy,0,Low,300,6,184
2025-10-12,Sunday,4,17,Rainy,0,High,350,5,361
2025-08-01,Friday,5,13,Cloudy,0,Low,300,4,160
2025-01-05,Sunday,5,10,Sunny,0,Medium,300,5,82
2025-07-05,Saturday,2,21,Sunny,0,Low,450,7,198
2025-10-14,Tuesday,1,17,Rainy,0,High,500,7,588
2025-05-22,Thursday,1,5,Cloudy,0,Low,500,8,280
2025-12-30,Tuesday,3,19,Sunny,0,High,400,8,469
2025-06-30,Monday,1,7,Sunny,1,High,500,7,352
2025-02-10,Monday,5,18,Sunny,0,High,300,3,349
2025-02-28,Friday,4,5,Cloudy,0,Low,350,7,155
2025-05-26,Monday,1,17,Sunny,0,High,500,6,545
2025-06-14,Saturday,1,10,Rainy,0,Medium,500,7,248
2025-04-19,Saturday,1,7,Sunny,0,High,500,7,405
2025-12-15,Monday,5,7,Sunny,0,High,300,4,300
2025-09-10,Wednesday,2,6,Rainy,0,Medium,450,9,490
2025-02-18,Tuesday,3,14,Sunny,1,Low,400,8,109
2025-06-20,Friday,2,13,Rainy,0,Low,450,9,292
2025-11-12,Wednesday,1,5,Sunny,0,Low,500,10,311
2025-11-09,Sunday,2,10,Sunny,0,Medium,450,8,194
2025-05-27,Tuesday,5,21,Rainy,0,Low,300,5,179
2025-04-12,Saturday,2,15,Rainy,0,Low,450,6,215
2025-10-05,Sunday,4,5,Rainy,0,Low,350,4,152
2025-11-13,Thursday,3,22,Sunny,0,Low,400,8,199
2025-05-25,Sunday,2,21,Cloudy,0,Low,450,9,167
2025-06-15,Sunday,2,12,Rainy,0,Low,450,9,238
2025-09-30,Tuesday,3,18,Rainy,0,High,400,8,465
2025-01-31,Friday,4,5,Cloudy,0,Low,350,4,167
2025-08-15,Friday,4,15,Sunny,0,Low,350,4,167
2025-08-14,Thursday,5,21,Rainy,1,Low,300,3,88
2025-03-02,Sunday,1,13,Rainy,0,Low,500,7,266
2025-03-28,Friday,3,16,Rainy,0,Medium,400,7,478
2025-11-21,Friday,3,11,Rainy,0,Low,400,7,279
2025-02-07,Friday,5,10,Sunny,0,Medium,300,6,162
2025-02-16,Sunday,3,19,Cloudy,1,High,400,5,435
2025-01-18,Saturday,1,13,Cloudy,0,Low,500,9,196
2025-07-23,Wednesday,4,11,Sunny,0,Low,350,7,186
2025-08-14,Thursday,4,11,Sunny,0,Low,350,6,175
2025-08-10,Sunday,4,14,Sunny,0,Low,350,7,116
2025-07-01,Tuesday,3,11,Sunny,0,Low,400,7,249
2025-03-08,Saturday,3,11,Cloudy,0,Low,400,8,145
2025-07-26,Saturday,3,7,Rainy,0,High,400,6,338
2025-03-21,Friday,2,12,Rainy,0,Low,450,5,303
2025-08-08,Friday,5,11,Cloudy,0,Low,300,5,180
2025-12-11,Thursday,2,15,Sunny,0,Low,450,9,255
2025-10-08,Wednesday,4,21,Sunny,0,Low,350,6,167
2025-07-15,Tuesday,2,7,Rainy,0,High,450,5,461
2025-10-16,Thursday,5,9,Rainy,0,High,300,5,485
2025-01-14,Tuesday,4,5,Rainy,1,Low,350,5,211
2025-11-03,Monday,3,6,Cloudy,0,Medium,400,8,425
2025-04-26,Saturday,1,20,Sunny,0,Medium,500,9,244
2025-09-18,Thursday,2,5,Rainy,0,Low,450,7,269
2025-08-07,Thursday,1,22,Cloudy,0,Low,500,7,284
2025-06-27,Friday,1,10,Rainy,0,Medium,500,9,354
2025-02-11,Tuesday,1,10,Sunny,0,Medium,500,10,276
2025-02-11,Tuesday,2,13,Cloudy,0,Low,450,5,251
2025-02-02,Sunday,5,14,Sunny,0,Low,300,4,62
2025-03-01,Saturday,4,18,Sunny,0,High,350,4,305
2025-10-27,Monday,2,15,Cloudy,0,Low,450,8,224
2025-12-27,Saturday,2,18,Rainy,0,High,450,7,433
2025-05-16,Friday,2,10,Rainy,0,Medium,450,8,288
2025-05-08,Thursday,1,20,Rainy,1,Medium,500,7,230
2025-12-18,Thursday,3,11,Cloudy,0,Low,400,8,211
2025-06-09,Monday,4,5,Sunny,0,Low,350,6,174
2025-08-24,Sunday,3,18,Sunny,0,High,400,8,356
2025-02-14,Friday,1,15,Rainy,0,Low,500,9,347
2025-11-16,Sunday,3,14,Rainy,0,Low,400,5,378
2025-03-29,Saturday,5,6,Cloudy,0,Medium,300,3,236
2025-11-19,Wednesday,2,11,Sunny,0,Low,450,9,260
2025-04-04,Friday,3,22,Cloudy,0,Low,400,8,193
2025-11-27,Thursday,1,15,Sunny,0,Low,500,9,308
2025-05-01,Thursday,4,17,Sunny,0,High,350,6,399
2025-05-18,Sunday,2,5,Rainy,0,Low,450,8,188
2025-06-06,Friday,5,19,Rainy,0,High,300,6,387
2025-04-03,Thursday,4,5,Sunny,0,Low,350,7,180
2025-05-24,Saturday,5,13,Sunny,0,Low,300,4,48
2025-08-06,Wednesday,4,20,Rainy,0,Medium,350,5,191
2025-05-13,Tuesday,4,22,Sunny,0,Low,350,7,159
2025-11-15,Saturday,3,16,Rainy,0,Medium,400,8,405
2025-08-29,Friday,5,8,Cloudy,0,High,300,6,320
2025-02-22,Saturday,5,12,Cloudy,0,Low,300,5,99
2025-04-10,Thursday,3,21,Rainy,0,Low,400,5,289
2025-05-01,Thursday,3,17,Sunny,0,High,400,7,453
2025-11-15,Saturday,5,19,Cloudy,0,High,300,6,284
2025-03-21,Friday,1,19,Sunny,0,High,500,6,504
2025-12-03,Wednesday,5,12,Rainy,0,Low,300,5,354
2025-01-18,Saturday,4,22,Sunny,0,Low,350,4,81
2025-01-10,Friday,3,6,Sunny,0,Medium,400,6,423
2025-10-20,Monday,4,13,Rainy,0,Low,350,5,224
2025-11-13,Thursday,5,5,Rainy,1,Low,300,5,231
2025-06-25,Wednesday,1,12,Cloudy,0,Low,500,10,289
2025-11-28,Friday,1,11,Rainy,0,Low,500,10,362
2025-02-14,Friday,2,7,Cloudy,0,High,450,5,436
2025-08-24,Sunday,3,14,Sunny,0,Low,400,5,137
2025-12-29,Monday,5,13,Rainy,0,Low,300,5,204
2025-12-09,Tuesday,3,15,Rainy,1,Low,400,7,187
2025-11-28,Friday,4,21,Rainy,0,Low,350,6,227
2025-03-30,Sunday,4,14,Rainy,0,Low,350,5,149
2025-02-10,Monday,1,6,Rainy,0,Medium,500,7,509
2025-03-23,Sunday,1,19,Sunny,0,High,500,6,464
2025-09-24,Wednesday,2,7,Cloudy,0,High,450,8,655
2025-01-06,Monday,3,13,Cloudy,0,Low,400,8,190
2025-10-21,Tuesday,4,20,Cloudy,0,Medium,350,5,200
2025-09-23,Tuesday,4,17,Sunny,0,High,350,5,419
2025-01-07,Tuesday,2,16,Sunny,0,Medium,450,5,493
2025-07-13,Sunday,2,6,Rainy,0,Medium,450,9,370
2025-05-21,Wednesday,4,11,Sunny,0,Low,350,4,166
2025-11-27,Thursday,1,17,Cloudy,0,High,500,10,546
2025-07-18,Friday,1,15,Sunny,0,Low,500,8,284
2025-12-03,Wednesday,1,21,Cloudy,0,Low,500,9,280
2025-04-30,Wednesday,3,11,Sunny,0,Low,400,6,237
2025-01-29,Wednesday,5,15,Rainy,0,Low,300,4,188
2025-04-29,Tuesday,3,21,Rainy,0,Low,400,6,259
2025-12-16,Tuesday,1,9,Cloudy,0,High,500,8,467
2025-10-22,Wednesday,5,14,Cloudy,0,Low,300,4,162
2025-10-01,Wednesday,3,11,Sunny,0,Low,400,8,215
2025-05-21,Wednesday,5,17,Rainy,0,High,300,5,601
2025-03-20,Thursday,5,10,Cloudy,0,Medium,300,5,402
2025-02-17,Monday,3,13,Cloudy,0,Low,400,7,191
2025-07-03,Thursday,5,16,Rainy,0,Medium,300,6,429
2025-09-02,Tuesday,5,20,Sunny,0,Medium,300,4,163
2025-10-22,Wednesday,2,10,Cloudy,0,Medium,450,5,226
2025-10-22,Wednesday,4,10,Rainy,0,Medium,350,4,240
2025-09-19,Friday,4,12,Rainy,0,Low,350,7,228
2025-03-26,Wednesday,3,17,Rainy,0,High,400,8,485
2025-03-17,Monday,5,11,Sunny,1,Low,300,6,46
2025-03-14,Friday,1,12,Rainy,1,Low,500,10,249
2025-11-26,Wednesday,2,18,Rainy,0,High,450,9,512
2025-01-07,Tuesday,5,10,Rainy,0,Medium,300,3,174
2025-06-15,Sunday,3,8,Rainy,0,High,400,8,348
2025-03-01,Saturday,3,17,Cloudy,0,High,400,7,365
2025-06-08,Sunday,3,20,Cloudy,0,Medium,400,5,128
2025-07-18,Friday,2,21,Cloudy,0,Low,450,5,233
2025-11-10,Monday,4,12,Sunny,0,Low,350,7,181
2025-03-29,Saturday,2,9,Rainy,0,High,450,8,389
2025-11-08,Saturday,4,8,Sunny,0,High,350,4,289
2025-10-17,Friday,4,22,Sunny,0,Low,350,4,175
2025-02-06,Thursday,2,7,Rainy,0,High,450,6,474
2025-10-31,Friday,4,20,Rainy,0,Medium,350,4,235
2025-11-05,Wednesday,4,11,Cloudy,0,Low,350,4,172
2025-03-13,Thursday,1,12,Rainy,0,Low,500,8,557
2025-04-09,Wednesday,1,13,Rainy,0,Low,500,10,566
2025-03-10,Monday,4,8,Rainy,0,High,350,4,411
2025-01-12,Sunday,3,15,Sunny,0,Low,400,7,147
2025-10-08,Wednesday,2,8,Cloudy,0,High,450,6,407
2025-11-07,Friday,2,8,Sunny,0,High,450,7,444
2025-05-02,Friday,4,15,Sunny,0,Low,350,7,192
2025-01-21,Tuesday,2,9,Cloudy,0,High,450,9,435
2025-06-09,Monday,4,21,Cloudy,0,Low,350,7,196
2025-09-09,Tuesday,2,20,Rainy,0,Medium,450,8,283
2025-07-23,Wednesday,3,10,Cloudy,0,Medium,400,7,237
2025-03-07,Friday,5,16,Cloudy,0,Medium,300,6,377
2025-12-23,Tuesday,1,20,Sunny,0,Medium,500,9,272
2025-05-16,Friday,1,6,Sunny,0,Medium,500,7,475
2025-04-22,Tuesday,1,17,Rainy,0,High,500,9,590
2025-07-22,Tuesday,5,21,Rainy,0,Low,300,4,172
2025-12-01,Monday,1,7,Rainy,0,High,500,6,529
2025-11-01,Saturday,5,12,Cloudy,0,Low,300,3,65
2025-04-06,Sunday,3,18,Rainy,0,High,400,5,395
2025-12-24,Wednesday,4,16,Rainy,0,Medium,350,4,464
2025-10-08,Wednesday,1,9,Cloudy,0,High,500,10,496
2025-10-28,Tuesday,5,17,Cloudy,0,High,300,5,396
2025-05-09,Friday,5,18,Rainy,0,High,300,4,433
2025-06-17,Tuesday,5,21,Sunny,0,Low,300,6,163
2025-02-24,Monday,1,14,Cloudy,0,Low,500,10,316
2025-01-10,Friday,2,6,Sunny,0,Medium,450,5,436
2025-09-15,Monday,4,7,Cloudy,1,High,350,5,279
2025-01-09,Thursday,1,5,Cloudy,0,Low,500,8,285
2025-05-13,Tuesday,1,10,Rainy,0,Medium,500,8,310
2025-12-07,Sunday,1,22,Cloudy,0,Low,500,10,231
2025-12-03,Wednesday,5,6,Sunny,1,Medium,300,6,255
2025-06-04,Wednesday,1,21,Rainy,1,Low,500,10,218
2025-12-24,Wednesday,1,11,Sunny,0,Low,500,6,282
2025-09-19,Friday,4,17,Rainy,0,High,350,4,448
2025-02-07,Friday,4,19,Cloudy,0,High,350,5,397
2025-10-31,Friday,3,21,Rainy,0,Low,400,8,233
2025-10-03,Friday,3,15,Rainy,0,Low,400,5,270
2025-05-03,Saturday,3,7,Cloudy,0,High,400,8,339
2025-02-17,Monday,5,22,Sunny,0,Low,300,4,156
2025-07-31,Thursday,1,6,Rainy,0,Medium,500,9,496
2025-06-24,Tuesday,2,21,Cloudy,1,Low,450,7,169
2025-11-13,Thursday,1,18,Cloudy,0,High,500,9,508
2025-09-02,Tuesday,4,21,Sunny,0,Low,350,7,154
2025-05-16,Friday,2,11,Rainy,0,Low,450,7,261
2025-07-02,Wednesday,1,13,Cloudy,0,Low,500,7,278
2025-08-12,Tuesday,2,17,Rainy,0,High,450,9,662
2025-10-26,Sunday,1,19,Cloudy,0,High,500,6,469
2025-05-13,Tuesday,2,9,Sunny,0,High,450,8,441
2025-01-12,Sunday,4,6,Rainy,0,Medium,350,4,319
2025-12-03,Wednesday,3,5,Sunny,0,Low,400,7,218
2025-10-07,Tuesday,2,6,Rainy,0,Medium,450,8,477
2025-11-12,Wednesday,4,5,Sunny,0,Low,350,7,180
2025-02-06,Thursday,5,11,Rainy,0,Low,300,3,190
2025-11-22,Saturday,3,14,Sunny,0,Low,400,8,251
2025-10-23,Thursday,1,22,Cloudy,0,Low,500,9,271
2025-03-15,Saturday,3,13,Cloudy,0,Low,400,5,343
2025-11-26,Wednesday,4,5,Cloudy,0,Low,350,7,169
2025-07-03,Thursday,2,21,Sunny,0,Low,450,7,278
2025-09-19,Friday,5,18,Rainy,0,High,300,3,439
2025-01-07,Tuesday,1,22,Cloudy,0,Low,500,8,321
2025-12-31,Wednesday,3,10,Rainy,1,Medium,400,6,138
2025-04-26,Saturday,4,16,Rainy,0,Medium,350,7,360
2025-06-01,Sunday,1,19,Rainy,0,High,500,8,470
2025-04-01,Tuesday,4,13,Rainy,0,Low,350,6,194
2025-08-15,Friday,3,18,Sunny,0,High,400,7,459
2025-07-19,Saturday,2,13,Rainy,0,Low,450,5,205
2025-07-04,Friday,3,20,Cloudy,0,Medium,400,5,234
2025-10-09,Thursday,4,14,Cloudy,0,Low,350,4,205
2025-04-23,Wednesday,5,21,Rainy,0,Low,300,4,200
2025-11-29,Saturday,1,10,Cloudy,0,Medium,500,10,190
2025-08-16,Saturday,3,9,Rainy,0,High,400,7,336
2025-05-17,Saturday,5,19,Rainy,0,High,300,4,305
2025-09-26,Friday,1,19,Rainy,0,High,500,6,531
2025-12-10,Wednesday,3,14,Cloudy,0,Low,400,6,207
2025-02-19,Wednesday,2,6,Cloudy,0,Medium,450,9,413
2025-11-19,Wednesday,1,7,Rainy,0,High,500,6,521
2025-08-23,Saturday,4,17,Sunny,0,High,350,7,321
2025-05-18,Sunday,5,14,Sunny,0,Low,300,4,45
2025-10-15,Wednesday,5,13,Rainy,0,Low,300,6,192
2025-09-24,Wednesday,4,18,Rainy,0,High,350,7,427
2025-01-28,Tuesday,5,20,Cloudy,0,Medium,300,6,154
2025-04-07,Monday,4,7,Rainy,1,High,350,5,284
2025-04-04,Friday,3,12,Cloudy,0,Low,400,7,200
2025-08-15,Friday,3,17,Cloudy,0,High,400,8,443
2025-09-27,Saturday,5,18,Cloudy,0,High,300,6,296
2025-11-03,Monday,2,6,Cloudy,1,Medium,450,7,352
2025-09-28,Sunday,1,14,Sunny,0,Low,500,7,214
2025-12-26,Friday,2,16,Rainy,1,Medium,450,8,427
2025-05-29,Thursday,5,7,Cloudy,0,High,300,6,356
2025-10-05,Sunday,4,14,Rainy,0,Low,350,7,122
2025-12-09,Tuesday,2,22,Cloudy,0,Low,450,8,242
2025-12-21,Sunday,1,20,Rainy,0,Medium,500,6,239
